journal,Publisher_abdc,ISSN,year_inception,FoR,abdc_ranking,year
Information Technology and Libraries,Library and Information Technology Association,"0730-9295	","1968	",4609,C,2022
Information Technology and Management,Springer International Publishing,"1385-951X	","2000	",4609,B,2022
Information Technology for Development,Taylor & Francis Online,"0268-1102	","1986	",4609,B,2022
Information Technology Management,IGI Global,"1080-286X	","1988	",4609,B,2022
Information Visualization,Sage Publications,"1473-8716	","2002	",4609,C,2022
"Information, Communication & Society",Taylor & Francis Online,"1369-118X	","1998	",4609,A,2022
INFORMS Journal on Applied Analytics,The Institute for Operations Research and the Management Sciences (INFORMS),"0092-2102	","1971	",4609,B,2022
INFORMS Journal on Computing,The Institute for Operations Research and the Management Sciences (INFORMS),"1091-9856	","1989	",4609,B,2022
Innovation Policy and the Economy,The University of Chicago Press,"1531-3468	","2001	",3801,B,2022
Innovation: Organization & Management,Taylor & Francis Online,"1447-9338	","1998	",3507,C,2022
Innovation: The European Journal of Social Sciences Research,Taylor & Francis Online,"1351-1610	","1988	",3599,B,2022
Insolvency Law Bulletin,LexisNexis,"1443-9662	","2008	",4801,C,2022
Insolvency Law Journal,Thomson Reuters,"1039-3293	","1993	",4801,A,2022
Insurance and Reinsurance Law Briefing,Sweet & Maxwell ,"1743-4009	","1996	",4801,C,2022
Insurance Law Journal,LexisNexis,"1030-2379	","1988	",4801,A,2022
Insurance: Mathematics & Economics,Elsevier ,"0167-6687	","1982	",3502,A*,2022
Intellectual Property and Technology Law Journal,University of San Francisco,"1554-9607	","1996	",4801,C,2022
Intellectual Property Journal,HAB Press Limited,"0824-7064	","1984	",4801,A,2022
Intellectual Property Quarterly,Sweet & Maxwell ,"1364-906X	","1997	",4801,C,2022
"Intelligent Systems in Accounting, Finance and Management: An International Journal",Wiley-Blackwell Publishing,1055-615X,1996,3501,B,2022
Interacting with Computers,Oxford University Press,"0953-5438	","1989	",4609,C,2022
Interdisciplinary Environmental Review,Inderscience Enterprises Ltd.,"1521-0227	","1999	",3599,C,2022
Intereconomics: review of European economic policy,Springer International Publishing,"0020-5346	","1966	",3801,C,2022
Internal Auditing,Thomson Reuters,"0897-0378	","1986	",3501,C,2022
International & Comparative Law Quarterly,Cambridge University Press,"0020-5893	","1952	",4801,A*,2022
International Advances in Economic Research,Springer International Publishing,"1083-0898	","1995	",3801,C,2022
International Affairs,Oxford University Press,"0020-5850	","1922	",3599,A,2022
International and Comparative Corporate Law Journal,Kluwer Law International,"1388-7084	","1999	",4801,A,2022
International Business Lawyer,Section on Business Law of the International Bar Association,"0309-7676	","1973	",4801,C,2022
International Business Review,Elsevier,"0969-5931	","1992	",3507,A,2022
International Company and Commercial Law Review,Sweet & Maxwell ,"0958-5214	","1990	",4801,B,2022
International Data Privacy Law,Oxford University Press,2044-4001,2011,4801,C,2022
International Development Planning Review,Liverpool University Press,"1474-6743	","1979	",3801,B,2022
International Economic Journal,Taylor & Francis Online,"1016-8737	","1987	",3801,C,2022
International Economic Review,Wiley-Blackwell Publishing,"0020-6598	","1960	",3801,A*,2022
International Economics and Economic Policy,Springer International Publishing,"1612-4804	","2004	",3801,B,2022
International Entrepreneurship and Management Journal,Springer International Publishing,"1554-7191	","2005	",3507,C,2022
"International Environmental Agreements: Politics, Law and Economics",Springer International Publishing,"1567-9764	","2001	",3801,A,2022
International Finance,Wiley-Blackwell Publishing,"1367-0271	","1998	",3502,B,2022
International Gambling Studies,Taylor & Francis Online,"1445-9795	","2001	",3504,B,2022
International Game Theory Review,World Scientific Publishing ,"0219-1989	","1999	",3803,B,2022
International Hospitality Review,Florida International University ,,"1984	",3504,C,2022
International Insolvency Review,Wiley-Blackwell Publishing,"1180-0518	","1990	",4801,B,2022
International Insurance Law Review,Thomson Reuters,"0968-2090	","1993	",4801,A,2022
International Journal of Accounting and Business Finance,"Faculty of Management Studies & Commerce, University of Jaffna, Sri Lanka",2448-9867,2018,3501,C,2022
International Journal of Accounting and Finance,Inderscience Enterprises Ltd.,"1752-8224	","2008	",3501,C,2022
International Journal of Accounting and Information Management,Emerald Group Publishing Ltd,"1834-7649	","1992	",3501,B,2022
International Journal of Accounting Information Systems,Elsevier ,"1467-0895	","2000	",3501,A,2022
"International Journal of Accounting, Auditing and Performance Evaluation",Inderscience Enterprises Ltd.,"1740-8008	","2004	",3501,C,2022
International Journal of Advertising,Taylor & Francis Online,"0265-0487	","1982	",3506,A,2022
"International Journal of Agricultural Resources, Governance and Ecology",Inderscience Enterprises Ltd,"1462-4605	","2000	",3599,C,2022
International Journal of Applied Economic Sciences & Applied Research,Eastern Macedonia and Thrace Institute of Tech,"1791-5120	","2008	",3801,C,2022
International Journal of Applied Economics,Institute of International Economic Studies,,"2004	",3801,C,2022
International Journal of Applied Economics and Econometrics,Springer Nature,"1530-7247	","1991	",3802,C,2022
International Journal of Applied Management and Technology,Walden University School of Management,"1544-4740	","2003	",3507,C,2022
International Journal of Arts Management,Management International,"1480-8986	","1966	",3504,B,2022
International Journal of Asian Studies,Cambridge University Press,"1479-5914	","2003	",3599,B,2022
International Journal of Auditing,Wiley-Blackwell Publishing,"1090-6738	","1997	",3501,A,2022
International Journal of Automation Technology,Fuji Technology Press,"1881-7629	","2007	",3509,C,2022
International Journal of Automotive Technology,Springer International Publishing,"1229-9138	","2000	",3509,B,2022
International Journal of Bank Marketing,Emerald Group Publishing,"0265-2323	","1983	",3506,A,2022
"International Journal of Banking, Accounting and Finance",Inderscience Publishers,"1755-3830	","2008	",3502,C,2022
International Journal of Behavioural Accounting and Finance,Inderscience Publishers,"1753-1969	","2008	",3501,C,2022
International Journal of Bonds and Derivatives,Inderscience Enterprises Ltd,"2050-2281	","2014	",3502,C,2022
International Journal of Business,Premier Publishing ,"1083-4346	","1992	",3507,C,2022
International Journal of Business and Economics,Feng Chia University,"1607-0704	","2002	",3801,B,2022
International Journal of Business and Information,Academy of Taiwan Information Systems Research,"1728-8673	","2006	",3501,C,2022
International Journal of Business and Society,Universiti Malaysia Sarawak,1511-6670,2000,3501,C,2022
International Journal of Business Communication,Sage Publications,"2329-4884	","1963	",3507,C,2022
International Journal of Business Information Systems,Inderscience Enterprises Ltd.,"1746-0972	","2005	",4609,C,2022
International Journal of Business Intelligence Research (IJBIR),IGI Global ,"1947-3591	","2010	",4609,C,2022
International Journal of Business Law,The University of Pennsylvania,"2329-261X	","2013	",4801,C,2022
International Journal of Cases on Electronic Commerce,IGI Global,"1548-0623	","2005	",4609,C,2022
International Journal of Central Banking,Association of the International Journal of Central Banking,"1815-4654	","2005	",3801,A,2022
International Journal of Computational Economics and Econometrics,Inderscience Enterprises Ltd. ,"1757-1170	","2009	",3802,C,2022
International Journal of Computer Integrated Manufacturing,Taylor & Francis Online,"0951-192X	","1988	",3503,B,2022
International Journal of Conflict Management,Emerald Group Publishing,"1044-4068	","1990	",3505,A,2022
International Journal of Consumer Studies,Wiley-Blackwell Publishing,"1470-6423	","1977	",3506,A,2022
International Journal of Contemporary Hospitality Management,Emerald Group Publishing,"0959-6119	","1989	",3504,A,2022
International Journal of Cooperative Information Systems,World Scientific Publishing ,"0218-8430	","1992	",4609,A,2022
International Journal of Corporate Governance,Inderscience Enterprises Ltd.,"1754-3037	","2008	",4801,B,2022
International Journal of Critical Accounting,Inderscience Enterprises Ltd.,"1757-9848	","2009	",3501,C,2022
International Journal of Cross Cultural Management,Sage Publications,"1470-5958	","2001	",3505,B,2022
International Journal of Cultural Policy,Taylor & Francis Online,"1028-6632	","1994	",3504,A,2022
International Journal of Data Warehousing and Mining,IGI Global,"1548-3924	","2005	",4609,C,2022
International Journal of Development and Conflict,Gokhale Institute of Politics and Economics,"2010-2704	","2011	",3801,B,2022
International Journal of Development Issues,Emerald Group Publishing,"1446-8956	","2002	",3801,C,2022
International Journal of Disaster Risk Reduction,Elsevier,2212-4209,2012,3599,A,2022
International Journal of Disclosure and Governance,Palgrave Macmillan,1741-3591,2003,3501,B,2022
International Journal of Economic Perspectives,International Economic Society ,"	","2007	",3801,C,2022
International Journal of Economic Policy and Emerging Economies,Inderscience Enterprises Ltd.,"1752-0452	","2007	",3801,C,2022
International Journal of Economic Practices and Theories,Open Journal Systems,"	","2011	",3801,C,2022
International Journal of Economic Theory,Wiley-Blackwell Publishing,"1742-7355	","2005	",3803,B,2022
International Journal of Economics and Accounting,Inderscience Enterprises Ltd,"2041-868X	","2010	",3501,C,2022
International Journal of Economics and Business Research,Inderscience Enterprises Ltd.,"1756-9850	","2009	",3801,C,2022
International Journal of Economics and Financial Issues,Econ Journals ,"2146-4138	","2011	",3899,C,2022
International Journal of Education and Development using Information and Communication Technology,University of the West Indies,"	","2005	",4609,C,2022
International Journal of Educational Management,Emerald Group Publishing,"0951-354X	","1987	",3507,B,2022
International Journal of Electronic Banking,Inderscience Enterprises Ltd.,"1753-5239	","2008	",3502,C,2022
International Journal of Electronic Commerce,Taylor & Francis Online,"1086-4415	","1996	",4609,A,2022
International Journal of Electronic Customer Relationship Management,Inderscience Enterprises Ltd.,"1750-0664	","2007	",3506,C,2022
International Journal of Electronic Finance,Inderscience Enterprises Ltd.,"1746-0069	","2006	",3502,C,2022
International Journal of Electronic Government Research,IGI Global,"1548-3886	","2005	",4609,C,2022
International Journal of Electronic Marketing and Retailing,Inderscience Enterprises Ltd.,"1741-1025	","2006	",3506,C,2022
International Journal of Emergency Services,Emerald Group Publishing Ltd,2047-0908,"2012	",3507,C,2022
International Journal of Emerging Markets,Emerald Group Publishing,"1746-8809	","2006	",3506,B,2022
International Journal of Employment Studies,International Employment Relations Association,"1039-6993	","1993	",3505,C,2022
International Journal of Energy Economics and Policy,Econ Journals ,"2146-4553	","2011	",3899,C,2022
International Journal of Energy Sector Management,Emerald Group Publishing,1750-6220,2007,3599,C,2022
International Journal of Enterprise Information Systems,IGI Global,"1548-1115	","2005	",4609,C,2022
International Journal of Enterprise Network Management,Inderscience Enterprises Ltd.,"1748-1260	","2006	",3506,B,2022
International Journal of Entrepreneurial Behaviour and Research,Emerald Group Publishing,"1355-2554	","1995	",3507,B,2022
International Journal of Entrepreneurship and Innovation,Sage Publications,"1465-7503	","2000	",3507,C,2022
International Journal of Environment and Pollution,Inderscience Enterprises Ltd.,"0957-4352	","1991	",3599,C,2022
International Journal of Ethics and Systems,Emerald Publishing,2514-9369,"1984	",3507,C,2022
International Journal of Event and Festival Management,Emerald Group Publishing Limited,"1758-2954	","	",3508,B,2022
International Journal of Event Management Research,Griffith University,"1833-0681	","2005	",3508,B,2022
International Journal of Finance,Utex Corporation,"1041-2743	","1988	",3502,C,2022
International Journal of Finance & Economics,Wiley-Blackwell Publishing,"1076-9307	","1996	",3502,B,2022
International Journal of Financial Engineering,World Scientific,"2424-7863 	","2015	",3502,C,2022
International Journal of Financial Markets and Derivatives,Inderscience Enterprises Ltd,"1756-7130	","2009	",3502,C,2022
International Journal of Financial Services Management,Inderscience Enterprises Ltd.,"1460-6712	","2005	",3502,C,2022
International Journal of Financial Studies,MDPI,2227-7072,2013,3502,B,2022
International Journal of Forecasting,Elsevier ,"0169-2070	","1985	",3802,A,2022
International Journal of Game Theory,Springer International Publishing,"0020-7276	","1971	",3803,A,2022
International Journal of Gender and Entrepreneurship,Emerald Group Publishing,"1756-6266	","2009	",3507,C,2022
International Journal of General Systems,Taylor & Francis Online,"0308-1079	","1974	",3503,A,2022
International Journal of Global Business and Competitiveness,Springer International Publishing,"0973-4619	","2005	",3507,C,2022
International Journal of Global Energy Issues,Inderscience Enterprises Ltd.,"0954-7118	","1989	",3899,C,2022
International Journal of Government Auditing,International Journal of Government Auditing,"0047-0724	","1971	",3501,C,2022
International Journal of Green Economics,Inderscience Enterprises Ltd.,"1744-9928	","2006	",3899,C,2022
International Journal of Health Care Quality Assurance,Emerald Group Publishing Limited,0952-6862,1988,3599,C,2022
International Journal of Health Finance and Economics,Springer International Publishing,"1389-6563	","2001	",3801,B,2022
International Journal of Healthcare Information Systems and Informatics,IGI Global,"1555-3396	","2006	",4609,C,2022
International Journal of Healthcare Management,Taylor & Francis Online,"2047-9700	","2007	",3506,C,2022
International Journal of Heritage Studies,Taylor & Francis Online,"1352-7258	","1994	",3508,B,2022
International Journal of Home Economics,International Federation of Home Economics,"1999-561X	","2008	",3899,C,2022
International Journal of Hospitality and Tourism Administration,Taylor & Francis Online,"1525-6480	","2000	",3508,B,2022
International Journal of Hospitality Management,Elsevier ,"0278-4319	","1982	",3504,A*,2022
International Journal of Housing Markets and Analysis,Emerald Group Publishing,"1753-8270	","2008	",3504,B,2022
